[
  <<|java+class:///org/apache/cayenne/modeler/action/ValidateAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getCurrentProject()|,|java+method:///org/apache/cayenne/modeler/action/ValidateAction/performAction(java.awt.event.ActionEvent)|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/fetchPainting()|,|java+method:///org/apache/cayenne/CayenneDataObjectRelTest/testReadNestedProperty1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/paintingName|,|java+method:///org/apache/cayenne/CayenneDataObjectRelTest/testReciprocalRel1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/artistName|,|java+method:///org/apache/cayenne/CayenneDataObjectRelTest/testReciprocalRel1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/fetchPainting()|,|java+method:///org/apache/cayenne/CayenneDataObjectRelTest/testReciprocalRel1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/fetchPainting()|,|java+method:///org/apache/cayenne/CayenneDataObjectRelTest/testReadNestedProperty2()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextStaticsTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/access/DataContextStaticsTest/testCreateDataContext1()|>>,
  <<|java+class:///org/apache/cayenne/access/DataContextStaticsTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/access/DataContextStaticsTest/testCreateDataContext2()|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/refresh(java.lang.Object)|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/refresh(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/getFactory()|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/getJtaFactory()|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/remove(java.lang.Object)|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/remove(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/merge(T)|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/merge(T)|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/persist(java.lang.Object)|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/persist(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/jpa/JtaEntityManager|,|java+class:///org/apache/cayenne/jpa/ResourceLocalEntityManager|>,220,<|java+method:///org/apache/cayenne/jpa/ResourceLocalEntityManager/flush()|,|java+method:///org/apache/cayenne/jpa/JtaEntityManager/flush()|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor|>,220,<|java+field:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor/fieldAdapters|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/prepareBindings(org.apache.cayenne.swing.BindingBuilder)|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor|>,220,<|java+method:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor/refreshView()|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/syncDataSourceAction()|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor|>,220,<|java+field:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor/nodeChangeProcessor|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/syncDataSourceAction()|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/util/CayenneController|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneController/getApplication()|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/syncDataSourceAction()|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/util/CayenneController|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneController/getParent()|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/syncDataSourceAction()|>>,
  <<|java+class:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor|,|java+class:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor|>,220,<|java+method:///org/apache/cayenne/modeler/editor/datanode/DataSourceEditor/getNode()|,|java+method:///org/apache/cayenne/modeler/editor/datanode/JDBCDataSourceEditor/syncDataSourceAction()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/dropPKSupport(org.apache.cayenne.access.DataNode,org.apache.cayenne.map.DataMap)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/dropPKSupport()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+field:///org/apache/cayenne/unit/AbstractAccessStack/resources|,|java+constructor:///org/apache/cayenne/unit/SimpleAccessStack/SimpleAccessStack(org.apache.cayenne.unit.CayenneResources,org.apache.cayenne.unit.DataSetFactory,org.apache.cayenne.map.DataMap%5B%5D)|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/dropSchema(org.apache.cayenne.access.DataNode,org.apache.cayenne.map.DataMap)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/dropSchema()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/createSchema(org.apache.cayenne.access.DataNode,org.apache.cayenne.map.DataMap)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/createSchema()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/createPKSupport(org.apache.cayenne.access.DataNode,org.apache.cayenne.map.DataMap)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/createPKSupport()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/deleteTestData(org.apache.cayenne.access.DataNode,org.apache.cayenne.map.DataMap)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/deleteTestData()|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+method:///org/apache/cayenne/unit/AbstractAccessStack/getAdapter(org.apache.cayenne.access.DataNode)|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/initNode(org.apache.cayenne.map.DataMap)|>>,
  <<|java+class:///org/apache/cayenne/unit/SimpleAccessStack|,|java+class:///org/apache/cayenne/unit/AbstractAccessStack|>,220,<|java+field:///org/apache/cayenne/unit/AbstractAccessStack/resources|,|java+method:///org/apache/cayenne/unit/SimpleAccessStack/initNode(org.apache.cayenne.map.DataMap)|>>,
  <<|java+class:///org/apache/cayenne/dba/oracle/Oracle8SelectAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+method:///org/apache/cayenne/access/jdbc/BaseSQLAction/getEntityResolver()|,|java+method:///org/apache/cayenne/dba/oracle/Oracle8SelectAction/createTranslator(java.sql.Connection)|>>,
  <<|java+class:///org/apache/cayenne/dba/oracle/Oracle8SelectAction|,|java+class:///org/apache/cayenne/access/jdbc/SelectAction|>,220,<|java+field:///org/apache/cayenne/access/jdbc/SelectAction/query|,|java+method:///org/apache/cayenne/dba/oracle/Oracle8SelectAction/createTranslator(java.sql.Connection)|>>,
  <<|java+class:///org/apache/cayenne/dba/oracle/Oracle8SelectAction|,|java+class:///org/apache/cayenne/access/jdbc/BaseSQLAction|>,220,<|java+field:///org/apache/cayenne/access/jdbc/BaseSQLAction/adapter|,|java+method:///org/apache/cayenne/dba/oracle/Oracle8SelectAction/createTranslator(java.sql.Connection)|>>,
  <<|java+class:///org/apache/cayenne/modeler/action/RemoveCallbackMethodForDataMapListenerAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getProjectController()|,|java+method:///org/apache/cayenne/modeler/action/RemoveCallbackMethodForDataMapListenerAction/getCallbackMap()|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/removeToManyTarget(java.lang.String,org.apache.cayenne.DataObject,boolean)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA/removeFromFlatB(org.apache.cayenne.testdo.relationship.DeleteRuleFlatB)|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA/getFlatB()|>>,
  <<|java+class:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/addToManyTarget(java.lang.String,org.apache.cayenne.DataObject,boolean)|,|java+method:///org/apache/cayenne/testdo/relationship/auto/_DeleteRuleFlatA/addToFlatB(org.apache.cayenne.testdo.relationship.DeleteRuleFlatB)|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/paintingName|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/paintingImage|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newPainting()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newArtist()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/fetchPaintingInfo()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newPaintingInfo()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testReplace()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/paintingName|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newPainting()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newArtist()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/fetchPaintingInfo()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newPaintingInfo()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd1()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newArtist()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd2()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newExhibit(org.apache.art.Gallery)|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd2()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd2()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newArtistExhibit()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd2()|>>,
  <<|java+class:///org/apache/cayenne/CDOOneDep2OneTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+method:///org/apache/cayenne/CayenneDOTestBase/newGallery()|,|java+method:///org/apache/cayenne/CDOOneDep2OneTest/testNewAdd2()|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/InheritanceAwareEntityRowReader|,|java+class:///org/apache/cayenne/access/jdbc/EntityRowReader|>,220,<|java+field:///org/apache/cayenne/access/jdbc/EntityRowReader/postProcessor|,|java+method:///org/apache/cayenne/access/jdbc/InheritanceAwareEntityRowReader/postprocessRow(java.sql.ResultSet,org.apache.cayenne.DataRow)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/InheritanceAwareEntityRowReader|,|java+class:///org/apache/cayenne/access/jdbc/EntityRowReader|>,220,<|java+field:///org/apache/cayenne/access/jdbc/EntityRowReader/entityName|,|java+method:///org/apache/cayenne/access/jdbc/InheritanceAwareEntityRowReader/postprocessRow(java.sql.ResultSet,org.apache.cayenne.DataRow)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator|,|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator|>,220,<|java+field:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator/idPath|,|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator/visitPath(org.apache.cayenne.ejbql.EJBQLExpression,int)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator|,|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator|>,220,<|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator/processLastPathComponent()|,|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator/visitPath(org.apache.cayenne.ejbql.EJBQLExpression,int)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator|,|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator|>,220,<|java+field:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator/lastPathComponent|,|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator/visitPath(org.apache.cayenne.ejbql.EJBQLExpression,int)|>>,
  <<|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator|,|java+class:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator|>,220,<|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathTranslator/processIntermediatePathComponent()|,|java+method:///org/apache/cayenne/access/jdbc/EJBQLPathAnaliserTranslator/visitPath(org.apache.cayenne.ejbql.EJBQLExpression,int)|>>,
