[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/isDeletingOnServer()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/configurePopStore(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/resetMessageCounts()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolder()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderName()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderID()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isConnected()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/checkFolder()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getMessageInfo(javax.mail.Message)|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/fireMessageChangedEvent(javax.mail.event.MessageChangedEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/fireMessageChangedEvent(javax.mail.event.MessageChangedEvent)|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/fireMessageChangedEvent(javax.mail.event.MessageChangedEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/leaveMessagesOnServer()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/loadFolder()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/status|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/INVALID|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/resetMessageCounts()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolder()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CLOSED|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/updateFolderOpenStatus(boolean)|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderID()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/LOST_CONNECTION|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/DISCONNECTED|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CACHE_ONLY|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isLoaded()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/populateUidMap()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/addAll(java.util.Properties)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/getBackState(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+field:///net/suberic/util/gui/propedit/WizardController/mStateList|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/getBackState(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/createUserProperties()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getEditorPane()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/finishWizard()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/appendProperty(java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/getNextState(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+field:///net/suberic/util/gui/propedit/WizardController/mStateList|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/getNextState(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+field:///net/suberic/util/gui/propedit/WizardController/mState|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/getNextState(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/createSmtpProperties()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/checkStateTransition(java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getEditorPane()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/checkStateTransition(java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/saveProperties()|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/setUniqueProperty(net.suberic.util.gui.propedit.PropertyEditorUI,java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/propedit/NewStoreWizardController|,|java+class:///net/suberic/util/gui/propedit/WizardController|>,220,<|java+method:///net/suberic/util/gui/propedit/WizardController/getManager()|,|java+method:///net/suberic/pooka/gui/propedit/NewStoreWizardController/createStoreProperties()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getLogger()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getLogger()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getPropertyEditorPane()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/editSelectedValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/addNewValue(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangingEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/addNewValue(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/firePropertyChangedEvent(java.lang.String)|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/addNewValue(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getPropertyEditorPane()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/addNewValue(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/addNewValue(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/createEditorPane(java.lang.String,java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/createButton(java.lang.String,javax.swing.Action,boolean)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/editSelectedValue(java.awt.Container)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/editSelectedValue(java.awt.Container)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getLogger()|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/editSelectedValue(java.awt.Container)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/MultiEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/MultiEditorPane/editSelectedValue(java.awt.Container)|>>,
