[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/CeilingCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/CeilingCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XString|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtree(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XString/str()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCurrent|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncCurrent/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncContains|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncContains/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/patterns/StepPattern|>,<|java+project:///|,|java+method:///org/apache/xpath/patterns/StepPattern/getMatchScore(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/setData(java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/axes/OneStepIterator|,|java+class:///org/apache/xpath/axes/LocPathIterator|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/LocPathIterator/getLastPos(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/axes/OneStepIterator/getLength()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtElementAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncExtElementAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/LocPathIterator|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/axes/LocPathIterator/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/Function|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/Function/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XObject|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/objects/XObject/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/functions/FunctionOneArg|>,<|java+project:///|,|java+method:///org/apache/xpath/functions/FunctionOneArg/setArg(org.apache.xpath.Expression,int)|,|java+method:///org/apache/xpath/functions/FuncConcat/reportWrongNumberArgs()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/hasAttributes()|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/FormatNumberCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/FormatNumberCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/patterns/ContextMatchStepPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/ContextMatchStepPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncConcat/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncFloor|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncFloor/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpNode(int)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getNodeType(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtFunctionAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncExtFunctionAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/Operation|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/MethodType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateUnBox(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodType/toString()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemLiteralResult|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemLiteralResult/getLocalName()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_exptype(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncFloor|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncFloor/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNot|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNot/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtFunction|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncExtFunction/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getBaseIdentifier()|,|java+method:///org/apache/xalan/templates/ElemTemplate/getSystemId()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemValueOf|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemValueOf/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNamespace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncNamespace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_nextsib(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xpath/operations/Div|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Div/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNormalizeSpace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncNormalizeSpace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/VariableSafeAbsRef|,|java+class:///org/apache/xpath/operations/Variable|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Variable/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/VariableSafeAbsRef/execute(org.apache.xpath.XPathContext,boolean)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/GenerateIdCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/GenerateIdCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFragSelectWrapper|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XRTreeFragSelectWrapper/str()|>>,
  <<|java+class:///org/apache/xpath/patterns/StepPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/StepPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/ElementAvailableCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/ElementAvailableCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNextAttributeIdentity(int)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/getNextNodeIdentity(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XNumber|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtf(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNumber/str()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemText|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemText/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/castToType(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XNull/getTypeString()|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtf(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XBoolean/str()|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/getNodeNameX(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncGenerateId|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncGenerateId/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLang|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncLang/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncContains|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncContains/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNormalizeSpace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNormalizeSpace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/serializer/ToXMLStream|,|java+class:///org/apache/xml/serializer/SerializerBase|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/SerializerBase/startDocument()|,|java+method:///org/apache/xml/serializer/ToXMLStream/startDocumentInternal()|>>,
  <<|java+class:///org/apache/xpath/objects/XNumber|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThanOrEqual(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XNumber/num()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/StartsWithCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/StartsWithCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncContains|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncContains/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/BinOpExpr|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/BinOpExpr/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XString|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThan(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XString/num()|>>,
