[
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable/SearchConditionEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/BugzillaInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/buildFormat(java.lang.String,java.lang.String)|,|java+method:///org/rssowl/core/internal/interpreter/BugzillaInterpreter/processFeed(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/BugzillaInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processAttributeExtern(org.jdom.Attribute,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/BugzillaInterpreter/processFeed(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/interpreter/BugzillaInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|>,220,<|java+method:///org/rssowl/core/internal/interpreter/BasicInterpreter/processElementExtern(org.jdom.Element,org.rssowl.core.persist.IPersistable)|,|java+method:///org/rssowl/core/internal/interpreter/BugzillaInterpreter/processFeed(org.jdom.Element,org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/CachingDAO/USE_LEGACY_CACHE_ACTIVATION|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getDAO()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/onDatabaseClosed(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/onDatabaseClosed(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingFolderDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getDAO()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingFolderDAO/reparent(java.util.List)|>>,
  <<|java+class:///org/rssowl/core/persist/event/PreferenceEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/PreferenceEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/NewsBinReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/NewsBinReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/event/NewsBinEvent|,|java+class:///org/rssowl/core/persist/event/MarkEvent|>,220,<|java+method:///org/rssowl/core/persist/event/MarkEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/NewsBinEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/toString()|,|java+method:///org/rssowl/core/internal/persist/Attachment/toString()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/getProperties()|,|java+method:///org/rssowl/core/internal/persist/Attachment/isIdentical(org.rssowl.core.persist.IAttachment)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/getId()|,|java+method:///org/rssowl/core/internal/persist/Attachment/isIdentical(org.rssowl.core.persist.IAttachment)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/toString()|,|java+method:///org/rssowl/core/internal/persist/Attachment/toLongString()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/Persistable|>,220,<|java+method:///org/rssowl/core/internal/persist/Persistable/createURI(java.lang.String)|,|java+method:///org/rssowl/core/internal/persist/Attachment/getLink()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/getIdAsPrimitive()|,|java+method:///org/rssowl/core/internal/persist/Attachment/toReference()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/LabelReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/LabelReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/event/LabelEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/LabelEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/CategoryEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/CategoryEventRunnable/CategoryEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/persist/event/SearchConditionEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/SearchConditionEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/SearchConditionReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/SearchConditionReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/FeedEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/FeedEventRunnable/FeedEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl/load(java.net.URI)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fEntityClass|,|java+method:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl/load(java.net.URI)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/getList(com.db4o.query.Query)|,|java+method:///org/rssowl/core/internal/persist/dao/ConditionalGetDAOImpl/load(java.net.URI)|>>,
  <<|java+class:///org/rssowl/ui/internal/undo/MoveOperation|,|java+class:///org/rssowl/ui/internal/undo/CopyOperation|>,220,<|java+field:///org/rssowl/ui/internal/undo/CopyOperation/fNewsCount|,|java+method:///org/rssowl/ui/internal/undo/MoveOperation/getName()|>>,
  <<|java+class:///org/rssowl/ui/internal/undo/MoveOperation|,|java+class:///org/rssowl/ui/internal/undo/CopyOperation|>,220,<|java+method:///org/rssowl/ui/internal/undo/CopyOperation/redo()|,|java+method:///org/rssowl/ui/internal/undo/MoveOperation/redo()|>>,
  <<|java+class:///org/rssowl/ui/internal/undo/MoveOperation|,|java+class:///org/rssowl/ui/internal/undo/CopyOperation|>,220,<|java+field:///org/rssowl/ui/internal/undo/CopyOperation/fNewsDao|,|java+method:///org/rssowl/ui/internal/undo/MoveOperation/undo()|>>,
  <<|java+class:///org/rssowl/ui/internal/undo/MoveOperation|,|java+class:///org/rssowl/ui/internal/undo/CopyOperation|>,220,<|java+method:///org/rssowl/ui/internal/undo/CopyOperation/undo()|,|java+method:///org/rssowl/ui/internal/undo/MoveOperation/undo()|>>,
  <<|java+class:///org/rssowl/core/persist/event/BookMarkEvent|,|java+class:///org/rssowl/core/persist/event/MarkEvent|>,220,<|java+method:///org/rssowl/core/persist/event/MarkEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/BookMarkEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/PreferenceEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/PreferenceEventRunnable/PreferenceEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fWriteLock|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/reparent(java.util.List)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/reparent(java.util.List)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/loadRoots()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fEntityClass|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/loadRoots()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/activateAll(C)|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/loadRoots()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FolderDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/getList(com.db4o.query.Query)|,|java+method:///org/rssowl/core/internal/persist/dao/FolderDAOImpl/loadRoots()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Search|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/getIdAsPrimitive()|,|java+method:///org/rssowl/core/internal/persist/Search/toReference()|>>,
  <<|java+class:///org/rssowl/core/persist/event/PersonEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/PersonEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/ui/internal/FolderNewsMark|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/getId()|,|java+method:///org/rssowl/ui/internal/FolderNewsMark/toReference()|>>,
  <<|java+class:///org/rssowl/ui/internal/FolderNewsMark|,|java+class:///org/rssowl/core/internal/persist/Mark|>,220,<|java+method:///org/rssowl/core/internal/persist/Mark/getNews(java.util.List)|,|java+method:///org/rssowl/ui/internal/FolderNewsMark/getNews(java.util.Set)|>>,
  <<|java+class:///org/rssowl/core/persist/event/SearchMarkEvent|,|java+class:///org/rssowl/core/persist/event/MarkEvent|>,220,<|java+method:///org/rssowl/core/persist/event/MarkEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/SearchMarkEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/BookMarkReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/BookMarkReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/event/NewsEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/NewsEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/PersonReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/PersonReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/SearchMarkReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/SearchMarkReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/NewsReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/NewsReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/BookMarkEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/BookMarkEventRunnable/BookMarkEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/PersonEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/PersonEventRunnable/PersonEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchMarkEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchMarkEventRunnable/SearchMarkEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Mark|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/toString()|,|java+method:///org/rssowl/core/internal/persist/Mark/toLongString()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Mark|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/toString()|,|java+method:///org/rssowl/core/internal/persist/Mark/toString()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Folder|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|>,220,<|java+method:///org/rssowl/core/internal/persist/AbstractEntity/equals(java.lang.Object)|,|java+method:///org/rssowl/core/internal/persist/Folder/addMark(org.rssowl.core.persist.IMark,org.rssowl.core.persist.IFolderChild,java.lang.Boolean)|>>,
